full_name,salary2,yearID,,,,,,,,,,,,,,,,,,,,,,
Robinson Cano,"$15,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
David Ortiz,"$14,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yadier Molina,"$14,200,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Zimmerman,"$14,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jose Bautista,"$14,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Hunter Pence,"$13,800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Paul Konerko,"$13,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Andre Ethier,"$13,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dan Uggla,"$13,200,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
B.J. Upton,"$13,050,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Shane Victorino,"$13,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alex Rios,"$13,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Victor Martinez,"$13,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ian Kinsler,"$13,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Beltran,"$13,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kevin Youkilis,"$12,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brian McCann,"$12,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Torii Hunter,"$12,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
David Wright,"$11,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Rickie Weeks,"$11,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nick Swisher,"$11,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jimmy Rollins,"$11,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nelson Cruz,"$10,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Michael Cuddyer,"$10,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Corey Hart,"$10,333,333 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dustin Pedroia,"$10,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Troy Tulowitzki,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brian Roberts,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jose Reyes,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Aramis Ramirez,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brandon Phillips,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Miguel Montero,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Adam LaRoche,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Lance Berkman,"$10,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Justin Upton,"$9,958,333 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Quentin,"$9,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Stephen Drew,"$9,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Braun,"$9,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Howie Kendrick,"$9,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alex Gordon,"$9,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jacoby Ellsbury,"$9,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Adam Jones,"$8,833,333 ",2013,,,,,,,,,,,,,,,,,,,,,,
Erick Aybar,"$8,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Young,"$8,700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chase Headley,"$8,575,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yoenis Cespedes,"$8,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Billy Butler,"$8,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Angel Pagan,"$8,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Edwin Encarnacion,"$8,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Melky Cabrera,"$8,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Gonzalez,"$7,928,571 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jay Bruce,"$7,541,667 ",2013,,,,,,,,,,,,,,,,,,,,,,
A.J. Pierzynski,"$7,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Russell Martin,"$7,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jason Kubel,"$7,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Rafael Furcal,"$7,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
J.J. Hardy,"$7,416,667 ",2013,,,,,,,,,,,,,,,,,,,,,,
Shin-Soo Choo,"$7,375,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Franklin Gutierrez,"$7,312,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Josh Willingham,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Juan Uribe,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alexei Ramirez,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Martin Prado,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Michael Morse,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Covelli Crisp,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Michael Bourn,"$7,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jeff Francoeur,"$6,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Marcos Scutaro,"$6,666,667 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ichiro Suzuki,"$6,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Asdrubal Cabrera,"$6,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
John Buck,"$6,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kurt Suzuki,"$6,487,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Cody Ross,"$6,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mark Reynolds,"$6,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jhonny Peralta,"$6,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Evan Longoria,"$6,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Starlin Castro,"$5,857,143 ",2013,,,,,,,,,,,,,,,,,,,,,,
David Murphy,"$5,775,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Pablo Sandoval,"$5,700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ben Zobrist,"$5,640,475 ",2013,,,,,,,,,,,,,,,,,,,,,,
Matt Wieters,"$5,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Aaron Hill,"$5,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Clint Barmes,"$5,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kendrys Morales,"$5,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mark Ellis,"$5,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Adam Lind,"$5,150,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Iannetta,"$5,050,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Elvis Andrus,"$5,050,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Ruiz,"$5,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mike Napoli,"$5,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Todd Helton,"$5,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jonny Gomes,"$5,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yuniel Escobar,"$5,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Denard Span,"$4,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Andrew McCutchen,"$4,708,333 ",2013,,,,,,,,,,,,,,,,,,,,,,
Colby Rasmus,"$4,675,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jarrod Saltalamacchia,"$4,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Garrett Jones,"$4,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Gomez,"$4,300,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
David DeJesus,"$4,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alberto Callaspo,"$4,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Omar Infante,"$4,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ian Desmond,"$3,800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Buster Posey,"$3,777,777 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jerry Hairston Jr.,"$3,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dexter Fowler,"$3,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jamey Carroll,"$3,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yasiel Puig,"$3,714,286 ",2013,,,,,,,,,,,,,,,,,,,,,,
Seth Smith,"$3,675,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jason Heyward,"$3,650,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jeff Keppinger,"$3,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Austin Jackson,"$3,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Doumit,"$3,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Neil Walker,"$3,300,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Davis,"$3,300,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brendan Ryan,"$3,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Leonys Martin,"$3,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ramon Hernandez,"$3,200,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
David Freese,"$3,150,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ike Davis,"$3,125,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
David Ross,"$3,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Cameron Maybin,"$3,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Maicer Izturis,"$3,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nick Hundley,"$3,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alcides Escobar,"$3,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Eric Chavez,"$3,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Roberts,"$2,950,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alex Avila,"$2,950,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dan Murphy,"$2,925,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Gordon Beckham,"$2,925,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Pena,"$2,900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Hiroyuki Nakajima,"$2,875,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brett Gardner,"$2,850,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Drew Stubbs,"$2,825,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dayan Viciedo,"$2,800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Geovany Soto,"$2,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Luke Scott,"$2,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Placido Polanco,"$2,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Raul Ibanez,"$2,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Adeiny Hechavarria,"$2,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dustin Ackley,"$2,700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Will Venable,"$2,675,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Emilio Bonifacio,"$2,600,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ty Wigginton,"$2,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Scott Hairston,"$2,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Rajai Davis,"$2,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Matt Joyce,"$2,450,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kelly Johnson,"$2,450,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jed Lowrie,"$2,400,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Gerardo Parra,"$2,350,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Hanigan,"$2,350,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Johnson,"$2,287,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nate Schierholtz,"$2,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mike Aviles,"$2,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ramon Santiago,"$2,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alejandro De Aza,"$2,075,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jose Iglesias,"$2,062,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Andres Torres,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ian Stewart,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nate McLouth,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Ludwick,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
James Loney,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Bryce Harper,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Travis Hafner,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
A.J. Ellis,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Denorfia,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Wilson Betemit,"$2,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Willie Bloomquist,"$1,900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Anthony Rendon,"$1,800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jose Molina,"$1,800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
John Jaso,"$1,800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Gaby Sanchez,"$1,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Cliff Pennington,"$1,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dioner Navarro,"$1,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Allen Craig,"$1,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jeff Baker,"$1,750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alexi Casilla,"$1,700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jorge Soler,"$1,666,667 ",2013,,,,,,,,,,,,,,,,,,,,,,
Juan Pierre,"$1,600,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brandon Moss,"$1,600,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Reed Johnson,"$1,600,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Greg Dobbs,"$1,600,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Robert Andino,"$1,600,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kelly Shoppach,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Skip Schumaker,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nick Punto,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
John McDonald,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jeff Mathis,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Gerald Laird,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brennan Boesch,"$1,500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Alex Gonzalez,"$1,450,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Laynce Nix,"$1,350,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Eric Hinske,"$1,350,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Gregor Blanco,"$1,350,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Heisey,"$1,325,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Everth Cabrera,"$1,275,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Josh Thole,"$1,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Lyle Overbay,"$1,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mark Kotsay,"$1,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brandon Inge,"$1,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Norichika Aoki,"$1,250,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yasmani Grandal,"$1,240,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Roger Bernadina,"$1,212,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jose Tabata,"$1,166,667 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yonder Alonso,"$1,120,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Miguel Tejada,"$1,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ben Francisco,"$1,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Daric Barton,"$1,100,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Getz,"$1,050,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Anthony Rizzo,"$1,035,714 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chad Tracy,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yorvit Torrealba,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Sean Rodriguez,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Nolan Reimold,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ryan Raburn,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Salvador Perez,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Lou Marson,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
George Kottaras,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jack Hannahan,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jason Bay,"$1,000,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Zack Cox,"$950,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Luis Valbuena,"$930,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
John Baker,"$930,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Joaquin Arias,"$925,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Humberto Quintero,"$900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jayson Nix,"$900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Don Kelly,"$900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jonathan Herrera,"$900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Yuniesky Betancourt,"$900,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brayan Pena,"$875,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jonathan Lucroy,"$850,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kevin Frandsen,"$850,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Miguel Olivo,"$800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Wil Nieves,"$800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Cesar Izturis,"$800,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Delmon Young,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Carlos Santana,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brent Lillibridge,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jason Giambi,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mark DeRosa,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Henry Blanco,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Rick Ankiel,"$750,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Paul Janish,"$725,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Sam Fuld,"$725,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ronny Cedeno,"$718,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Dewayne Wise,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Adam Rosales,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Steve Pearce,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Casey Kotchman,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Austin Kearns,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Marlon Byrd,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Drew Butera,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Pedro Alvarez,"$700,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Josh Wilson,"$650,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Taylor Teagarden,"$650,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Guillermo Quiroz,"$575,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Darwin Barney,"$562,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Freddie Freeman,"$560,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Cody Ransom,"$550,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ramiro Pena,"$550,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Shelley Duncan,"$550,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mark Trumbo,"$540,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Giancarlo Stanton,"$537,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Eduardo Nunez,"$533,300 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brandon Belt,"$531,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Brandon Crawford,"$530,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Eric Hosmer,"$528,250 ",2013,,,,,,,,,,,,,,,,,,,,,,
Todd Frazier,"$527,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Zack Cozart,"$527,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Michael Brantley,"$526,900 ",2013,,,,,,,,,,,,,,,,,,,,,,
Danny Espinosa,"$526,250 ",2013,,,,,,,,,,,,,,,,,,,,,,
Matt Tuiasosopo,"$525,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mike Moustakas,"$524,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jon Jay,"$524,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Elliot Johnson,"$520,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Trevor Plouffe,"$520,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Lucas Duda,"$519,240 ",2013,,,,,,,,,,,,,,,,,,,,,,
John Mayberry Jr.,"$517,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Francisco Cervelli,"$515,350 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Stewart,"$515,100 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ben Revere,"$515,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Ruben Tejada,"$514,701 ",2013,,,,,,,,,,,,,,,,,,,,,,
Justin Smoak,"$514,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Michael Saunders,"$512,600 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jordan Schafer,"$512,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Peter Bourjos,"$512,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Daniel Descalso,"$511,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Kyle Seager,"$510,400 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mike Trout,"$510,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Josh Reddick,"$510,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Tyler Flowers,"$510,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jason Kipnis,"$509,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mike Carp,"$508,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jarrod Dyson,"$506,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jose Altuve,"$505,700 ",2013,,,,,,,,,,,,,,,,,,,,,,
J.P. Arencibia,"$505,600 ",2013,,,,,,,,,,,,,,,,,,,,,,
Daniel Nava,"$505,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Casper Wells,"$505,400 ",2013,,,,,,,,,,,,,,,,,,,,,,
Travis Snider,"$505,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Angel Sanchez,"$505,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Xavier Paul,"$505,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Michael McKenry,"$505,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Andy Dirks,"$505,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Luis Cruz,"$505,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Justin Turner,"$504,547 ",2013,,,,,,,,,,,,,,,,,,,,,,
Matt Carpenter,"$504,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Chris Coghlan,"$503,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jesus Montero,"$503,300 ",2013,,,,,,,,,,,,,,,,,,,,,,
Jesus Guzman,"$503,200 ",2013,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Cain,"$503,175 ",2013,,,,,,,,,,,,,,,,,,,,,,
Josh Harrison,"$503,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Tony Cruz,"$503,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Welington Castillo,"$503,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mitch Moreland,"$502,700 ",2013,,,,,,,,,,,,,,,,,,,,,,
Hector Sanchez,"$502,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Pedro Ciriaco,"$502,500 ",2013,,,,,,,,,,,,,,,,,,,,,,
Desmond Jennings,"$501,800 ",2013,,,,,,,,,,,,,,,,,,,,,,
Wilson Ramos,"$501,250 ",2013,,,,,,,,,,,,,,,,,,,,,,
Steve Lombardozzi,"$501,250 ",2013,,,,,,,,,,,,,,,,,,,,,,
Craig Gentry,"$501,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Mike Baxter,"$500,318 ",2013,,,,,,,,,,,,,,,,,,,,,,
Scott Sizemore,"$500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
J.B. Shuck,"$500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Darin Mastroianni,"$500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
Starling Marte,"$500,000 ",2013,,,,,,,,,,,,,,,,,,,,,,
